doc,pop_score
H.R. 4432 RH 117th.pdf,2
Improvements to DoD Response to Future Catastrophic Distasters.pdf,2
NAVMC 3500.100C.pdf,2
AFMAN 65-605V1.pdf,2
Delegation of Authority to Prepay Costs of Emergency  Health Care.pdf,2
CMO Award for Excellence Program.pdf,2
MCO 4450.12A.pdf,2
SORN 00-1310.pdf,2
DHA-PM 6025-13 Volume 3,2
DoDI 6310.09.pdf,2
H.Res. 318 IH 117th.pdf,2
OPNAVINST 1710.7A.pdf,2
H.Res 318 IH 117th.pdf,2
AFTTP 3-42.9.pdf,2
DoDI 1348.35 CH 1.pdf,2
AFTTP 3-4.7.pdf,2
CFETP 2T3X1.pdf,2
DoDD 5145.04 CH 1.pdf,2
CNGBI 0150.00.pdf,2
DoDD 5210.56.pdf,2
CJCSI 6240.01E.pdf,2
DoDI 2310.08.pdf,2
DoDI 1200.07.pdf,2
AR 608-75.pdf,2
Reinforcing Operations Security and the Importance of Preventing Unauthorized Disclosures.pdf,2
DoDFMR V12CH1.pdf,2
DoDD 5230.25 CH 2.pdf,2
COMNAVRESFORCOMINST 5222.1.pdf,2
OMBM M-13-13.pdf,2
AFMAN 11-2F-15V3.pdf,2
DoDM 1338.10 CH 4.pdf,2
DoDFMR V7BCH24.pdf,2
Cyber Awareness Training New Requirement.pdf,2
Title 1.pdf,2
NAVMC 2733.pdf,2
CI 1750.6E.pdf,2
SECNAVINST 7043.7A.pdf,2
EO 13603.pdf,2
CIM 10470.10H.pdf,2
CNGBI 8201.01A.pdf,2
CJCSI 5714.01D,2
H.R. 3868 IH 117th.pdf,2
MCRP 12-10A.3.pdf,2
AR 58-1.pdf,2
ARMY DIR 2017-35.pdf,2
AFI 61-101.pdf,2
DFAR PART 207.html,2
CJCSI 1350.01A.pdf,2
"DoD 1400.25-M, SC530, 12 1996 OCR.pdf",2
DoDI 1400.25.pdf,2
DFAR PART 201.html,2
DFAR PART 216.html,2
Guidance for the Domestic Use of Unmanned Aircraft Systems in US National Airspace.pdf,2
AR 700-132.pdf,2
FAR Subpart 7.4.html,2
CFETP 3F4X1.pdf,2
AAEP 05.pdf,2
Restrictions on DoD Senior Leader and Other DoD Supported Senior Official Travel in USCENTCOM AOR.pdf,2
AFI 65-601-V1.pdf,2
Potential Impact of Furloughs on Security Clearances.pdf,2
H.R. 406 IH 117th.pdf,2
OMBM M-19-01.pdf,2
OMBM M-06-04.pdf,2
OMBM M-04-21.pdf,2
CNGBI 1400.25 Vol 715.pdf,2
MCO 5580.1C.pdf,2
DoDI 8115.02.pdf,2
CFETP 3F1X1.pdf,2
Defense Business Systems Management Committee Signature Authority for Business System Program Certification Approvals.pdf,2
PAM 11-31.pdf,2
OPNAVINST 5726.8C.pdf,2
AFPD 36-25.pdf,2
MCO 3120.11A.pdf,2
IRM-2300-13.pdf,2
ARMY DIR 2016-24.pdf,2
IRM-2300-06C.pdf,2
MCRP 2-10A.9.pdf,2
"DEP SEC DEF Memo, Mobile Device Restrictions in the Pentagon, 5 22 2018 OCR.pdf",2
H.R. 4985 IH 117th.pdf,2
Restrictions on DoD Senior Leader and Other DoD-Supported Senior Official Travel to Countries in the U.S. CENTCOM AOR.pdf,2
The Defense Microelectronics Cross-Functional Team.pdf,2
HOI 33-19.pdf,2
TC 3-22.240.pdf,2
AFH 11-203V2.pdf,2
Principal Level Coordinators_Correspondence Partners (November 2020).pdf,2
NGAD 8000(2021-07-30_11-32-45_47533)_20210730155421.pdf,2
AGO 1987-50.pdf,2
MILPERSMAN 1320-308.pdf,2
MILPERSMAN 1070-210.pdf,2
OPNAVINST 1700.10N.pdf,2
FAR Part 45.html,2
H.Res. 484 IH 117th.pdf,2
Vaccine Guidance Publication DOD COVID-19 Vaccine Distribution Plan and Population Schema Dec 9 2020.pdf,2
H.R. 1096 IH 117th.pdf,2
H.R. 758 IH 117th.pdf,2
S. 2011 IS 117th.pdf,2
OMBM M-21-27.pdf,2
PAM 25-2-12.pdf,2
SECNAVINST 1412.11.pdf,2
AAEP 01.pdf,2
COMNAVRESFORCOMNOTE 5214_dup1.pdf,2
DoD CIO Plan of Action and Milestones.pdf,2
Establishing a Combatant Command Intelligence,2
SECNAVNOTE 5215 for SNI 5061.14_5061.15.pdf,2
BUPERSINST 5230.7.pdf,2
BUPERSINST 5230.13B.pdf,2
H.R 21 IH 117th.pdf,2
BUPERSINST 5230.11A CH1.pdf,2
AR 40-33.pdf,2
AGO 2013-74.pdf,2
NGAI 4715.1(2021-07-30_11-33-36_39367)_20210730155532.pdf,2
AFMAN 11-2F-16V1.pdf,2
AFTTP 3-2.3.pdf,2
DFAR SUBPART 204.72.html,2
AAGSP 03.pdf,2
SECNAVINST 7000.27C.pdf,2
SECNAVINST 7000.27D.pdf,2
AGO 1953-80.pdf,2
ICD 503.pdf,2
DoDFMR V10CH4.pdf,2
NGAI 8010.4(2021-07-30_11-33-48_72696)_20210730155138.pdf,2
NGAI 5210.8(2021-07-30_11-33-14_33072)_20210730155029.pdf,2
NGAI 8100.2(2021-07-30_11-32-59_3807)_20210730155158.pdf,2
OPNAVINST 9420.1C.pdf,2
CJCSI 3110.08E.pdf,2
FMFRP 12-37.pdf,2
MILPERSMAN 1300-130.pdf,2
MILPERSMAN 1300-100.pdf,2
MILPERSMAN 1300-060.pdf,2
AFI 16-402.pdf,2
AFPD 10-42.pdf,2
AR 115-11.pdf,2
CJCSI 3500.02B.pdf,2
DAFPD 13-1.pdf,2
CNGBI 1102.01.pdf,2
DoDI 1215.07 CH 1.pdf,2
BUMEDINST 5450.181.pdf,2
AFTTP 3-34.1.pdf,2
DoDI 8320.05 CH 1.pdf,2
DoDI 5525.07.pdf,2
Transition of Policy Memorandum 16-002 Cyber Support and Services.pdf,2
Technical Assurance Standards for Computer Network Attack Capabilities.pdf,2
AR 614-100.pdf,2
MCO 3550.13.pdf,2
Summary of DoD Reorganization Studies (rev_2-14(.pdf,2
Designation of Lead DoD Official for Air Traffic Control Privatization and Modernization.pdf,2
DFAR PART 232.html,2
DoDFMR V10CH8.pdf,2
AR 1-1.pdf,2
AR 37-47.pdf,2
CI 6230.10B.pdf,2
AFMAN 11-2C-130V3ADDB.pdf,2
AFMAN 11-2C-130JV3ADDB.pdf,2
OMBM M-17-25.pdf,2
S 1169 RS 117th.pdf,2
MCO 1550.25A.pdf,2
CFETP 4A1X1.pdf,2
NAVMC 3500.38C.pdf,2
FMFRP 3-203.pdf,2
Joint Information Environment Capability Reporting Metrics.pdf,2
DAFMD 33.pdf,2
S 965 IS 117th.pdf,2
FM 6-02.pdf,2
FY 2018 Services Requirements Review Boards and Senior Review Panel Implementation for the DoD Fourth Estate.pdf,2
Service Requirements Review Boards and Senior Review Panel Implementation for FY20.pdf,2
ESTABLISHMENT DEPUTY COMPTROLLER ENTERPRISE DATA AND BUSINESS PERFORMANCE AND SUPPORTING OFFICE.pdf,2
OMBM M-21-31.pdf,2
PAM 25-2-6.pdf,2
H.R. 3453 IH 117th.pdf,2
AFMAN 11-2F-15EV3.pdf,2
CJCSI 3263.01E.pdf,2
National Defense Authorization Act for Fiscal Year 2019.pdf,2
DoDI 5154.31 Volume 5.pdf,2
Statement of Administration Policy on S.3254 (2011).pdf,2
DoDD 5400.07.pdf,2
DoDFMR V5CH5.pdf,2
AFI 65-610.pdf,2
AFI 64-102.pdf,2
CFETP 4D0X1.pdf,2
AFMAN 44-144.pdf,2
AFTTP 3-42.63.pdf,2
DoDI 5240.26 CH 2.pdf,2
PAM 700-145.pdf,2
BUMEDINST 6000.16.pdf,2
DFAR PART 246.html,2
CFR-2021-title7-vol4.pdf,2
SECNAVINST 12300.9A CH-1.pdf,2
ATP 3-90.5.pdf,2
DCG VOL 64 PGS 813-919.pdf,2
DoDD 3020.44 CH 1.pdf,2
"Responsibilities and Functions of the Directorate for Defense Business Management, Analysis, and Optimization.pdf",2
ATP 3-21.90.pdf,2
DoDI 3000.11.pdf,2
NGAD 3040(2021-07-30_11-33-49_34329)_20210730155406.pdf,2
OMBM M-16-21.pdf,2
AFMAN 35-101.pdf,2
OMBM M-20-13.pdf,2
AGO 2018-10.pdf,2
DoDFMR V4CH9.pdf,2
MILPERSMAN 1770-160.pdf,2
Defense Federal Acquisition Regulation Supplement.pdf,2
DoDI 5015.02 CH 1.pdf,2
OMBM M-13-02.pdf,2
Notes from the Administrator,2
AFPD 10-5.pdf,2
Poltical Activities.pdf,2
Civilian and Military Personnel Participation in Political Activities (June 2012).pdf,2
Establishment of an Online Tool in Support of DoDI 7041-04.pdf,2
Ethical Conduct and Political Activities.pdf,2
PAM 735-5.pdf,2
FM 3-0.pdf,2
Redesignation of the Defense Innovation Unit.pdf,2
DoDI 3000.15.pdf,2
TB MED 750-2.pdf,2
ARMY DIR 2020-12.pdf,2
PAM 25-2-7.pdf,2
Designation of DISA as the DoD Enterprise Cloud Broker.pdf,2
AFI 32-9003.pdf,2
H.R. 3980 IH 117th.pdf,2
AR 525-15.pdf,2
NGAI 8410.2(2021-07-30_11-33-17_41665)_20210730155218.pdf,2
ICD 404.pdf,2
CFR-2021-title7-vol5.pdf,2
ATP 3-21.51.pdf,2
DoDI 8145.01 CH 1.pdf,2
DHA-PI 6025.17.pdf,2
DoDM 5400.07.pdf,2
TC 7-100.pdf,2
BUMEDINST 3030.4A.pdf,2
DoDI 5000.84.pdf,2
DoDI 1322.28 CH 3.pdf,2
Reduced Operational Support Aircraft Executive Airlift Availability.pdf,2
S 595 IS 117th.pdf,2
Asia-Pacific Posture Oversight.pdf,2
H.R. 5057 IH 117th.pdf,2
AFPD 34-1.pdf,2
EO 13129.pdf,2
OMBM M-09-33.pdf,2
DoDI 4715.17 CH 2.pdf,2
Establishment of the Electromagnetic Spectrum Operations Cross Functional Team.pdf,2
Approval of Defense Spectrum Management Architecture Version 5.0.pdf,2
DoDI 5505.19 CH 2.pdf,2
AFI 11-2C-130V3CL-10.pdf,2
MCO 3900.20.pdf,2
DoD CIO Signed Memo,2
DTM16-002 DoD-Wide Changes to Maternity Leave.pdf,2
DoDD 4275.5 CH 1.pdf,2
AR 700-142.pdf,2
AFMAN 13-112V2.pdf,2
AFPD 16-7.pdf,2
DoD Survey Burden Reduction.pdf,2
H.R 1101 IH 117th.pdf,2
AFI 44-119.pdf,2
SECNAVINST 5210.8F.pdf,2
TM 5-698-1.pdf,2
DoDI 5230.29 CH 1.pdf,2
DoDI 5200.33 CH 1.pdf,2
OMBM M-09-17.pdf,2
OMBM M-09-31.pdf,2
DoDI 1000.30 CH 1.pdf,2
NGAI 5210.3(2021-07-30_11-33-16_18524)_20210730155034.pdf,2
DoDD 5210.48 CH 2.pdf,2
DoDI 1330.17 CH 2.pdf,2
DoDI 8260.04.pdf,2
PAM 40-11.pdf,2
Establishment of Cross Functional Team to Improve Travel within the Department.pdf,2
DoDI 1400.25 Volume 1614.pdf,2
MCO 3550.10.pdf,2
Delegation of Authority for the DA and M to Determine SCI Eligibility at the DoD Consolidated Central Adjudication Facility.pdf,2
DoDFMR V1CH9.pdf,2
CFETP 5R0X1.pdf,2
OPNAVINST 5090.1E.pdf,2
PAM 600-8-104.pdf,2
EO 13764.pdf,2
DoDM 5110.04_v1_Manual For Written Material Correspondence Management.pdf,2
DoDI 1400.25 Volume 1231.pdf,2
Approval of Washington Navy Yard Implementation Plan.pdf,2
AFI 36-3202.pdf,2
CI 1754.7C.pdf,2
FY 2015 Fourth Estate SES and Senior Professional PRB-DA Announcement.pdf,2
IRM-2300-02B.pdf,2
AFI 36-2619.pdf,2
DoDFMR V7ACH1.pdf,2
DoDFMR V12CH19.pdf,2
Acquisition Roles and Responsibilities.pdf,2
FY 2018 Services Requirements Review Boards and Senior Review Panel Implementation for the DoD 4th Estate.pdf,2
CJCSI 5111.01G.pdf,2
CI 5350.24C.pdf,2
Joint Regional Security Stack Functional Requirements Document v2.0 (Report).pdf,2
AFI 52-104.pdf,2
Designation of Component Enterprise Data Centers and Core Data Centers.pdf,2
NGAM 7000.1(2021-07-30_11-33-09_32371)_20210730155325.pdf,2
TC 3-04.15.pdf,2
AFH 36-2618.pdf,2
Transfer of DoD CAF and Select Functions of DISA and DMDC to the DSS to Support the DVE.pdf,2
AR 70-41.pdf,2
Terms of Reference -- Innovation in the Department of Defense.pdf,2
NAVMC 1200.1F.pdf,2
Additional Allocation of FY2018 EEE Authority and Delegation to Approve ORF Expenditures.pdf,2
NGAD 3021(2021-07-30_11-32-41_4644)_20210730155408.pdf,2
DoDI 5240.22 CH 3.pdf,2
PUBLIC DISPLAY OR DEPICTION OF FLAGS IN THE DEPARTMENT OF DEFENSE  Final,2
ARMY DIR 2021-18.pdf,2
Delegation of Authority under Title 10 USC Sec 12304b,2
CIM 1650.26.pdf,2
DoDI 3305.12 CH 2.pdf,2
DoDI 5240.27 CH 2.pdf,2
STP 11-25S14-SM-TG.pdf,2
STP 11-31W4-SM-TG.pdf,2
Nuclear Deterrent Enterprise Review Group Charter.pdf,2
COMNAVRESFORCOMINST 12410.6.pdf,2
AFPD 62-6.pdf,2
COMNAVRESFORCOMINST 1500.2C.pdf,2
DoDI 5240.26 CH 3.pdf,2
DoDI 1341.02 Vol 1.pdf,2
EO 13287.pdf,2
1998,2
OPNAVINST 3770.2L.pdf,2
AFH 10-222V1.pdf,2
DoDM 5105.21 Volume 1 CH 2.pdf,2
EDAPDF-E419E85459816D7FE0440025B3E8F0A7-W91WMC07D0001-1786-empty-empty-PDS-2013-08-16.pdf,2
NGAI 8430.1(2021-07-30_11-33-41_71547)_20210730155216.pdf,2
DFAR PART 214.html,2
Mandatory Pre-publication Security Reviews in a Transitioning Administration and Dept of Defense.pdf,2
DAFI 41-110.pdf,2
EO 13562.pdf,2
Use of Geolocation Capable Devices Applications and Services.pdf,2
USAR REG 870-1.pdf,2
SECNAVINST 4440.34.pdf,2
BUPERSINST 1610.10E.pdf,2
AFI 36-3802.pdf,2
Title 20.pdf,2
FAR Part 12.html,2
DoDI 5040.02 CH 2.pdf,2
FM 3-98.pdf,2
AFI 33-393.pdf,2
DoDI 3305.09 CH 2.pdf,2
AFI 52-101.pdf,2
NGAI 1000.3(2021-07-30_11-33-32_25202)_20210730155438.pdf,2
DoDM 3305.09 CH 2.pdf,2
Implementation of Microsoft Windows 10 Secure Host Baseline.pdf,2
NGAI 5000.1(2021-07-30_11-33-35_93647)_20210730155528.pdf,2
NGAD 2000(2021-07-30_11-33-48_58529)_20210730155409.pdf,2
ATP 2-33.4.pdf,2
Final Report of the Defense Science Board Summer Study on Autonomy.pdf,2
H.R. 3533 IH 117th.pdf,2
AFPD 40-7.pdf,2
Deadline for Migrating Office IT Workstations to DoD Microsoft Windows 10 Secure Host Baseline.pdf,2
AFI 36-2908.pdf,2
QTP 24-3-L275.pdf,2
SORN 01-13753.pdf,2
DFAR SUBPART 204.21.html,2
DFAR SUBPART 250.3.html,2
SORN 02-20270.pdf,2
MCO 3030.1A.pdf,2
NGAD 4165(2021-07-30_11-32-42_12483)_20210730155401.pdf,2
NGAM 3021.2 Volume 2(2021-07-30_11-33-05_37614)_20210730155253.pdf,2
NGAI 8440.1(2021-07-30_11-32-59_52534)_20210730155215.pdf,2
NGAI 7410.1(2021-07-30_11-33-53_35178)_20210730155124.pdf,2
NGAD 8231(2021-07-30_11-32-45_37943)_20210730155416.pdf,2
Implementation Guidance for the Establishment of OUSD for Research and Engineering and OUSD for Acquisition and Sustainment.pdf,2
MCO 3500.26A.pdf,2
AD1025874.pdf,2
CIM 7100.4A.pdf,2
1999,2
NGAI 8500.2(2021-07-30_11-33-00_90660)_20210730155210.pdf,2
CFETP 1W0XXC4.pdf,2
NAVMC 3500.84B.pdf,2
AFI 41-106.pdf,2
"Transfer of Unified Command Plan Intelligence, Surveillance, and Reconnaissance Responsibilities.pdf",2
DoDD 3115.09 CH 3.pdf,2
DoDD 3801.02.pdf,2
CJCS GDE 3501.pdf,2
MCWP 3-20.5.pdf,2
"DTM 20-004, Enabling Cyberspace Accountability of DoD Components and Infonnation Systems.pdf",2
DoDI 6010.24.pdf,2
EO 13567.pdf,2
Disinterment of Unknowns Pacific National Memorial Cemetery.pdf,2
Adjudicating Non-US Citizens for Eligibility to Occupy National Security Positions.pdf,2
Acting Director for Administration and Organizational Policy Guidance on DoD Issuances.pdf,2
AFMAN 32-7003.pdf,2
H.R. 3752 EH 117th.pdf,2
OMBM M-95-18.pdf,2
AFI 16-1402.pdf,2
DTM-18-005 CH 2.pdf,2
DoDI 3115.10E CH 1.pdf,2
CJCSM 3500.11.pdf,2
AFMAN 11-2FTV1.pdf,2
HAFMD 1-14.pdf,2
SECNAVINST 12711.2.pdf,2
CJCSI 5905.01.pdf,2
H.R 1567 IH 117th.pdf,2
MCBUL 5580.pdf,2
DoDI 5010.44.pdf,2
EO 13896.pdf,2
DoDI 5525.12 CH 2.pdf,2
AFI 36-3204.pdf,2
AFI 84-103.pdf,2
DoD Awards Manual (2017).pdf,2
DoDM 4140.01 Volume 1.pdf,2
F-35 Lightning II Program Charter.pdf,2
AFTTP 3-2.55.pdf,2
MCO 3502.7A.pdf,2
CIM 3501.6.pdf,2
ADB306872.pdf,2
AD1047322.pdf,2
DoDI 5134.17 CH 3.pdf,2
MCO P10110.42B SECTION E.pdf,2
DoDD 3025.18 CH 2.pdf,2
DoDM 3305.10 CH 2.pdf,2
OMBM M-01-11.pdf,2
DoDD 1350.2 CH 2.pdf,2
DoDI 4715.06 CH 2.pdf,2
Sustaining Momentum,2
AR 700-18.pdf,2
OPNAVINST 4442.3D.pdf,2
AFMAN 11-2C-32BV3.pdf,2
AR 725-1.pdf,2
Terms of Reference for Cohesion Review Team,2
Terms of Reference for the 2013 OSD Organizational Review.pdf,2
CI 16700.1.pdf,2
SECNAVINST 5500.37.pdf,2
Establishment of The DoD Cell (2018).pdf,2
TC 3-20.40.pdf,2
DoD Instructiom 5010.40 Managers Internal Control Program Procedures.pdf,2
CJCSI 2030.01D.pdf,2
OPNAVINST 3000.13D.pdf,2
DFAR SUBPART 252.2.html,2
FAR Subpart 42.15.html,2
ATP 1-05.04.pdf,2
HAFMD 1-48.pdf,2
DoDD 5100.87 CH 1.pdf,2
DoDI 1325.07 CH 4.pdf,2
AD1032925.pdf,2
DoDI 6055.05 CH 2.pdf,2
Designation of Regulatory Policy Officer and Delegation of Authority to Approve Regulations.pdf,2
AAMedP 1.pdf,2
NGAI 8920.1(2021-07-30_11-33-37_7149)_20210730155230.pdf,2
Fourth Estate Information Technology Optimization.pdf,2
BUMEDINST 5300..pdf,2
AR 380-28.pdf,2
AFI 17-221.pdf,2
OPNAVINST 1700.7E.pdf,2
AFI 13-112V1.pdf,2
CFETP 1T0X1.pdf,2
AR 215-8.pdf,2
AFMAN 11-2E-11V1.pdf,2
AFMAN 11-2EC-130HV1.pdf,2
AFMAN 11-2HH-60GV1.pdf,2
DAFI 10-3002.pdf,2
DoDFMR V3CH2.pdf,2
S 1324 IS 117th.pdf,2
PAM 385-24.pdf,2
COUNTRY PROFILE KENYA.pdf,2
DAFMAN 36-2114.pdf,2
DFAR SUBPART 217.73.html,2
DoDI 5525.15 CH 3.pdf,2
BUPERSINST 1750.10D.pdf,2
DoDD 3115.13 CH 3.pdf,2
Deputy Director WHS Appointment (Mulligan).pdf,2
OMBM M-11-11.pdf,2
SECNAVINST 5300.38A.pdf,2
AFPAM 11-406.pdf,2
Historical U.S MARINES IN IRAQ 2004-2008 ANTHOLOGY AND ANNOTATED BIBLIOGRAPHY.pdf,2
Historical WITH THE 1ST MARINE DIVISION IN IRAQ 2003.pdf,2
CJCSI 6241.04D.pdf,2
Civilian Personnel Guidance Continued Use of Weather and Safety Leave During COVID-19 Pandemic.pdf,2
ATP 4-90.pdf,2
ATP 4-44.pdf,2
EDAPDF-d88bb343-50e2-4e51-9c76-590565cf9bba-GS00F005DA-HQ003421F0143-empty-empty-PDS-2021-03-29.pdf,2
QTP 4B051-20.pdf,2
COUNTRY STUDY AND PROFILE RUSSIA.pdf,2
AFI 10-420.pdf,2
AFMAN 13-1AOCV2.pdf,2
AI 31 CH 1.pdf,2
AFI 36-2644.pdf,2
MCTP 12-10C.pdf,2
AFMAN 10-1004.pdf,2
AFMAN 11-2C-146AV3.pdf,2
HOI 65-3.pdf,2
AFMAN 11-202V2.pdf,2
DoDD 6495.01 CH 4.pdf,2
AFMAN 11-2MC-12WV1.pdf,2
CI 1900.2A.pdf,2
DTM-20-004.pdf,2
"JSM 1300.01F, 5 5 2017 OCR.pdf",2
FAR Subpart 4.21.html,2
CJCSI 6005.01.pdf,2
DoDFMR V5CH7.pdf,2
TM 5-634_dup1.pdf,2
AR 11-2.pdf,2
EO 13718.pdf,2
Title 52.pdf,2
Title 43.pdf,2
Streamlining COVID-19 Tiered Testing Requirements Reporting.pdf,2
H.R 2426 IH 117th.pdf,2
DoD Implementation of Section 1650 of the NDAA 2019.pdf,2
NAVPERCOMINST 12410.1.pdf,2
NAVPERCOMINST 12410.1A.pdf,2
AFMAN 21-106.pdf,2
PAM 750-1.pdf,2
OMBM M-15-14.pdf,2
BUMEDINST 6710.63C.pdf,2
OMBM M-11-03.pdf,2
Health Protection Condition Levels Health Protection Condition HPCON Levels Chart.pdf,2
DoD Outside Detail Office of General Counsel Office of Management and Budget.pdf,2
ATP 7-22.02.pdf,2
AR 40-502.pdf,2
DoDI 4151.22.pdf,2
CJCSI 3030.01.pdf,2
AR 135-18.pdf,2
AR 15-80.pdf,2
DoDFMR V8CH9.pdf,2
CJCSI 2700.01G.pdf,2
MCO 4000.51C.pdfnull,2
AFI 36-365.pdf,2
2005,2
AFPD 13-5.pdf,2
DHA-AI 3020-01,2
Acting Assistant to the Secretary of Defense for Public Affairs (Cook).pdf,2
Establishment of Directorate for Oversight and Compliance within ODCMO.pdf,2
TM 5-694_dup1.pdf,2
AFI 15-114.pdf,2
Personnel Announcement (CoS for DSD,2
OPNAVINST 1414.9B.pdfnull,2
Travel Restrictions Release COVID-19 Travel Restrictions Installation Status Update July 8 2020.pdfnull,2
DoDM 4140.25 Volume 9 CH 2.pdf,2
NAVMC 3500.10D.pdf,2
AR 381-12.pdf,2
Historical WHIRLYBIRDS U.S MARINE HELICOPTERS IN KOREA.pdf,2
SECNAVINST 1000.10B.pdf,2
Continuity of Leadership During the Reorganization of the Office of the USD for Acquisition Technology and Logistics.pdf,2
DoD Representative for Oceans Policy Affairs.pdf,2
ADB401138.pdf,2
CFETP 35B.pdf,2
OMBM M-11-05.pdf,2
"SEC DEF Memo, Implementation Guidance for the OUSDRE and OUSDAS, 1 31 2018 OCR.pdf",2
EDAPDF-4B78C17E76454444E05400215A9BA3BA-SPM4AR07D0014-771D-empty-empty-PDS-2017-03-24.pdf,2
EDAPDF-EBB091478F145209E0440025B3E8F0A7-SP060013D0451-empty-empty-P00004-PDS-2013-11-21.pdf,2
OMBM M-14-04.pdf,2
Interim Implementation Guidance Regarding the Consolidation and Restructuring of Management and Compliance Functions in OSD.pdf,2
OPNAVINST 5450.339.pdf,2
CFETP 4A2X1.pdf,2
DoDI 1332.30 CH 2.pdf,2
AFMAN 11-2HC-130JV3.pdf,2
EO 13636.pdf,2
ATP 3-90.40.pdf,2
USAR REG 140-6.pdf,2
AFPD 90-19.pdf,2
MCO 5216.21.pdf,2
"DoD 6010.15-M, 11 9 2006 OCR.pdf",2
AR 5-21.pdf,2
AFI 91-101.pdf,2
AFI 41-201.pdf,2
AFI 48-170.pdf,2
AFMAN 11-2KC-135V3.pdf,2
ADB391270.pdf,2
AFPD 16-13.pdf,2
EO 13837.pdf,2
EO 13988.pdf,2
EO 13839.pdf,2
Interpretive Guidance on Section 5 Ensuring Integrity of Personnel Files Contained in Executive.pdf,2
H.R 249 IH 117th.pdf,2
TC 6-0.4.pdf,2
EO 13985.pdf,2
TC 6-0.1.pdf,2
TC 6-6.pdf,2
AFMAN 11-2MQ-9V3.pdf,2
ATP 1-02.1.pdf,2
Military Personnel Guidance Release Additional Guidance on Military Pay and Personnel Benefits COVID-19.pdf,2
Military Personnel Guidance Fact Sheet COVID-19 Military Personnel Pay and Benefits Policy Supplement 1.pdf,2
SECNAVINST 5530.4E.pdf,2
EDAPDF-38900CFE6D006337E05400215A9BA3BA-W9124D11D0036-0471-empty-01-PDS-2016-07-26.pdf,2
EDAPDF-38BF9CAC4D893EFAE05400215A9BA3BA-W9124D11D0036-0471-empty-02-PDS-2016-07-28.pdf,2
AFMAN 31-101V2.pdf,2
DoDI 1402.03 Volume 5 CH 1.pdf,2
DAFPD 90-3.pdf,2
OPNAVINST 5450.352A.pdf,2
H.R 2127 IH 117th.pdf,2
AFI 44-177.pdf,2
AR 15-6.pdf,2
AGO 1969-59.pdf,2
OPNAVINST 5400.45.pdf,2
AFGM 2020-32-01.pdf,2
DoDI 1400.25 Volume 2008 CH 1.pdf,2
AFMAN 31-101V1.pdf,2
AFI 36-2921.pdf,2
MCO 5230.23.pdf,2
CNGBI 8501.01.pdf,2
APEX Call for Nominations.pdf,2
DoDFMR V7ACHDef.pdf,2
Signed Final Copies of the Secretary&#039;s Heartburn Letters for H.R. 1735 (FY16 NDAA).pdf,2
BUPERSINST 5239.4.pdf,2
Continuing to Expand Opportunity for All Young People.pdf,2
FM 3-09.pdf,2
Designation of Acting Director for DTE Memorandum.pdfnull,2
DCG VOL 54 PGS 819-936.pdf,2
CFETP 38PX.pdf,2
SECNAVINST 6230.4.pdf,2
TM 5-803-5.pdf,2
Delegation of Authority for Other Transactions for Prototype Projects (SOCOM).pdf,2
AI 50 CH 1.pdf,2
OPNAVINST 9420.2A.pdf,2
DoDM 4140.25 Volume 8 CH 2.pdf,2
AFMAN 11-2MC-130JV3.pdf,2
OPNAVINST 3150.27D.pdf,2
OPNAVINST 5450.337B.pdf,2
AFI 17-2CDAV3.pdf,2
NAVMC 3500.124.pdf,2
AJP 3.pdf,2
CFETP 1B4X1.pdf,2
DCG VOL 55 PGS 1151-1236.pdf,2
MCRP 1-10.1.pdf,2
Designation of Acting Deputy Under Secretary of Defense (Installations and Environment) (Conger).pdf,2
AD1063250.pdf,2
NAVMC 2761.pdf,2
AFI 10-405.pdf,2
MCWP 3-40.7.pdf,2
OPNAVINST 6110.1J.pdf,2
Order of Succession for Director WHS (2016).pdf,2
Title 18.pdf,2
DoDI 6490.04 CH 1.pdf,2
STP 11-25M13-SM-TG.pdf,2
AFTTP 3-42.2.pdf,2
AR 70-1.pdf,2
TC 7-98-1.pdf,2
AFI 90-1702.pdf,2
COMNAVRESFORCOMINST 12610.2B.pdf,2
AR 602-2.pdf,2
Incubation of the DoD Insider Threat Management Analysis Center.pdf,2
ADP 3-19.pdf,2
AGO 1992-33.pdf,2
EO 13652.pdf,2
CI 4000.5A.pdf,2
MILPERSMAN 1770-280.pdf,2
Defense Industrial Base Publication Memorandum for the Industrial Base Department of Defense COVID-19 Vaccine Allocation and Distribution Policy.pdf,2
DoDI 8523.01.pdf,2
ARMY DIR 2019-34.pdf,2
Military Health System Reform (2017).pdf,2
A MESSAGE FROM THE COMMANDANT OF THE MARINE CORPS.pdf,2
OPNAVINST 5450.209D.pdf,2
SECNAVINST 5430.80E.pdf,2
Title 21.pdf,2
Intelligence Oversight Inspection Schedule.pdf,2
ATP 6-02.60.pdf,2
TM 5-601.pdf,2
S 398 IS 117th.pdf,2
AFI 20-110.pdf,2
DHA-PI 6200.06,2
AGO 2017-17.pdf,2
AGO 2018-08.pdf,2
AFI 32-7020.pdf,2
OPNAVINST 11210.2.pdf,2
AFI 48-127.pdf,2
OPNAVINST 1601.7M.pdf,2
AR 40-61.pdf,2
S.Res 60 IS 117th.pdf,2
CFETP 15WX.pdf,2
ARMY DIR 2018-04.pdf,2
Renaming the DSS as the Defense Counterintelligence and Security Agency.pdf,2
MCO 1050.3J.pdf,2
