Agency_Aliases,entity_name,Website,Address,Email,Phone,TTY,TollFree,Government_Branch,Parent_Agency,Related_Agency,Agency_Image,entity_type,crawlers,num_mentions,information,information_source,information_retrieved
WH,White House,https://www.whitehouse.gov/,"1600 Pennsylvania Ave., NW 
Washington, DC 20500",  ,1-202-456-1414;1-202-456-1111,1-202-456-6213;1-202-456-2121,  ,None,United States Government,United States Department of Veterans Affairs;United States Department of Agriculture;United States Department of Education;United States Department of Energy;United States Department of Health and Human Services;United States Department of Homeland Security;United States Department of Housing and Urban Development;United States Department of Labor;United States Department of State;United States Department of the Interior;United States Department of the Treasury;United States Department of Transportation;Council of Economic Advisers;Council on Environmental Quality;United States Department of Defense;Office of Management and Budget;Office of National Drug Control Policy;Office of Science and Technology Policy;Trade Representative;United States Department of Commerce;United States Department of Justice,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seal_of_the_President_of_the_United_States.svg/1024px-Seal_of_the_President_of_the_United_States.svg.png,org,,,"The White House is the official residence and workplace of the president of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C., and has been the residence of every U.S. president since John Adams in 1800. The term ""White House"" is often used as a metonym for the president and their advisers.The residence was designed by Irish-born architect James Hoban in the neoclassical style. Hoban modelled the building on Leinster House in Dublin, a building which today houses the Oireachtas, the Irish legislature. Construction took place between 1792 and 1800, using Aquia Creek sandstone painted white. When Thomas Jefferson moved into the house in 1801, he (with architect Benjamin Henry Latrobe) added low colonnades on each wing that concealed stables and storage.  In 1814, during the War of 1812, the mansion was set ablaze by the British Army in the Burning of Washington, destroying the interior and charring much of the exterior. Reconstruction began almost immediately, and President James Monroe moved into the partially reconstructed Executive Residence in October 1817. Exterior construction continued with the addition of the semi-circular South portico in 1824 and the North portico in 1829.Because of crowding within the executive mansion itself, President Theodore Roosevelt had all work offices relocated to the newly constructed West Wing in 1901. Eight years later, in 1909, President William Howard Taft expanded the West Wing and created the first Oval Office, which was eventually moved as the section was expanded. In the main mansion, the third-floor attic was converted to living quarters in 1927 by augmenting the existing hip roof with long shed dormers. A newly constructed East Wing was used as a reception area for social events; Jefferson's colonnades connected the new wings. The East Wing alterations were completed in 1946, creating additional office space. By 1948, the residence's load-bearing exterior walls and internal wood beams were found to be close to failure. Under Harry S. Truman, the interior rooms were completely dismantled and a new internal load-bearing steel frame was constructed inside the walls. On the exterior, the Truman Balcony was added. Once the structural work was completed, the interior rooms were rebuilt.The modern-day White House complex includes the Executive Residence, the West Wing, the East Wing, the Eisenhower Executive Office Building (the former State Department, which now houses offices for the president's staff and the vice president) and Blair House, a guest residence. The Executive Residence is made up of six stories: the Ground Floor, State Floor, Second Floor, and Third Floor, as well as a two-story basement. The property is a National Heritage Site owned by the National Park Service and is part of the President's Park. In 2007, it was ranked second on the American Institute of Architects list of ""America's Favorite Architecture"".",Wikipedia,2021-12-23
WWICS;Wilson Center,Woodrow Wilson International Center for Scholars,https://www.wilsoncenter.org/,"One Woodrow Wilson Plaza 
1300 Pennsylvania Ave., NW 
Washington, DC 20004-3027","
wwics@wilsoncenter.org",1-202-691-4000,  ,  ,Quasi-official,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,org,,,"The Woodrow Wilson International Center for Scholars (or Wilson Center), located in Washington, D.C., is a United States Presidential Memorial that was established as part of the Smithsonian Institution by an act of Congress in 1968. Named in honor of President Woodrow Wilson, the only president of the United States to hold a PhD, it is also a think tank, and was ranked among the top ten in the world in 2013.In 2020, the Wilson Center was ranked by the University of Pennsylvania's Think Tanks and Civil Societies Program as the tenth best think tank in the world, the number eight think tank in the U.S., the world's number three think tank for institutional collaboration, and fourth in international development, and as a Center of Excellence for regional studies.On January 28, 2021, Mark Andrew Green was announced as the Wilson Center's next president, director and CEO. He began his term on March 15, 2021.",Wikipedia,2021-12-23
DOC,United States Department of Commerce,https://www.commerce.gov/,"1401 Constitution Ave., NW 
Washington, DC 20230","
TheSec@doc.gov",1-202-482-2000;1-202-482-1154,  ,  ,Executive Department,White House,Bureau of Economic Analysis;Bureau of Industry and Security;Economic Development Administration;International Trade Administration;Minority Business Development Agency;National Institute of Standards and Technology;National Oceanic and Atmospheric Administration;National Technical Information Service;National Telecommunications and Information Administration;Census Bureau;Patent and Trademark Office,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Seal_of_the_United_States_Department_of_Commerce.svg/1000px-Seal_of_the_United_States_Department_of_Commerce.svg.png,org,,,"The United States Department of Commerce is an executive department of the U.S. federal government concerned with promoting economic growth. Among its tasks are gathering economic and demographic data for business and government decision making, and helping to set industrial standards. This organization's main purpose is to create jobs, promote economic growth, encourage sustainable development and block harmful trade practices of other nations. The Department of Commerce is headquartered in the Herbert C. Hoover Building in Washington, DC.",Wikipedia,2021-12-23
CEA,Council of Economic Advisers,https://www.whitehouse.gov/cea/,"The White House 
1600 Pennsylvania Ave., NW 
Washington, DC 20500",  ,  ,  ,  ,Executive Office of the President,White House,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seal_of_the_President_of_the_United_States.svg/1024px-Seal_of_the_President_of_the_United_States.svg.png,org,,,"The Council of Economic Advisers (CEA) is a United States agency within the Executive Office of the President established in 1946, which advises the President of the United States on economic policy. The CEA provides much of the empirical research for the White House and prepares the publicly-available annual Economic Report of the President.",Wikipedia,2021-12-23
CEQ,Council on Environmental Quality,https://www.whitehouse.gov/ceq/,"730 Jackson Place, NW 
Washington, DC 20503",  ,1-202-395-5750,  ,  ,Executive Office of the President,White House,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seal_of_the_President_of_the_United_States.svg/1024px-Seal_of_the_President_of_the_United_States.svg.png,org,,,"The Council on Environmental Quality (CEQ) is a division of the Executive Office of the President that coordinates federal environmental efforts in the United States and works closely with agencies and other White House offices on the development of environmental and energy policies and initiatives.The first Chair of the Council on Environmental Quality was Russell E. Train, under President Richard Nixon. Since April 14, 2021, the chair is Brenda Mallory.",Wikipedia,2021-12-23
DOD,United States Department of Defense,https://www.defense.gov/,"1400 Defense Pentagon 
Washington, DC 20301-1400",  ,  ,  ,  ,Executive Department,White House,"United States Air Force;United States Army;Fleet Forces Command;Defense Acquisition University;Defense Advanced Research Projects Agency;Defense Commissary Agency;Defense Contract Audit Agency;Defense Contract Management Agency;Defense Information Systems Agency;Defense Intelligence Agency;Defense Security Cooperation Agency;Defense Security Service;Defense Technical Information Center;Defense Threat Reduction Agency;Office of Economic Adjustment;Joint Chiefs of Staff;Missile Defense Agency;National Defense University;National Geospatial-Intelligence Agency;National Security Agency;United States Navy;Pentagon Force Protection Agency;Defense Health Agency;Unified Combatant Commands;Uniformed Services University of the Health Sciences;Washington Headquarters Services;Defense Finance and Accounting Service;Defense Logistics Agency;Federal Voting Assistance Program;National Reconnaissance Office;Prisoner of War and Missing in Action Accounting Agency;Office of Inspector General, United States Department of Defense",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/United_States_Department_of_Defense_Seal.svg/1200px-United_States_Department_of_Defense_Seal.svg.png,org,,,"The United States Department of Defense (DoD, USDOD or DOD) is an executive branch department of the federal government charged with coordinating and supervising all agencies and functions of the government directly related to national security and the United States Armed Forces. The DOD is the largest employer in the world, with over 1.4 million active-duty service members (soldiers, Marines, sailors, airmen, and Guardians) as of 2021. More employees include over 826,000 National Guard and reservists from the armed forces, and over 732,000 civilians bringing the total to over 2.8 million employees. Headquartered at the Pentagon in Arlington, Virginia, just outside Washington, D.C., the DoD's stated mission is to provide ""the military forces needed to deter war and ensure our nation's security"".The Department of Defense is headed by the secretary of defense, a cabinet-level head who reports directly to the president of the United States. Beneath the Department of Defense are three subordinate military departments: the Department of the Army, the Department of the Navy, and the Department of the Air Force. In addition, four national intelligence services are subordinate to the Department of Defense: the Defense Intelligence Agency (DIA), the National Security Agency (NSA), the National Geospatial-Intelligence Agency (NGA), and the National Reconnaissance Office (NRO). Other Defense agencies include the Defense Advanced Research Projects Agency (DARPA), the Defense Logistics Agency (DLA), the Missile Defense Agency (MDA), the Defense Health Agency (DHA), Defense Threat Reduction Agency (DTRA), the Defense Counterintelligence and Security Agency (DCSA), the Space Development Agency (SDA) and the Pentagon Force Protection Agency (PFPA), all of which are subordinate to the secretary of defense. Additionally, the Defense Contract Management Agency (DCMA) is responsible for administering contracts for the DoD. Military operations are managed by eleven regional or functional Unified combatant commands. The Department of Defense also operates several joint services schools, including the Eisenhower School (ES) and the National War College (NWC).",Wikipedia,2021-12-23
ED,United States Department of Education,https://www.ed.gov/,"400 Maryland Ave., SW 
Washington, DC 20202",  ,  ,1-800-877-8339,1-800-872-5327,Executive Department,White House,"Office for Civil Rights, United States Department of Education;Office of Postsecondary Education;Office of Special Education and Rehabilitative Services
Office of Career, Technical, and Adult Education;Education Publications Center (EDPUBS);English Language Acquisition Office;Office of Elementary and Secondary Education;Innovation and Improvement Office;Institute of Education Sciences;Commission on Presidential Scholars;Federal Student Aid Information Center;Literacy Information and Communication System",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Seal_of_the_United_States_Department_of_Education.svg/1000px-Seal_of_the_United_States_Department_of_Education.svg.png,org,,,"The United States Department of Education (sometimes shortened to the ED, ED or DoEd) is a Cabinet-level department of the United States government. It began operating on May 4, 1980, having been created after the Department of Health, Education, and Welfare was split into the Department of Education and the Department of Health and Human Services by the Department of Education Organization Act, which President Jimmy Carter signed into law on October 17, 1979.The Department of Education is administered by the United States secretary of education. It has under 4,000 employees (2018) and an annual budget of $68 billion (2016). The 2019 Budget also supports $129.8 billion in new postsecondary grants, loans, and work-study assistance to help an estimated 11.5 million students and their families pay for college. Its official abbreviation is ""ED"" (""DoE"" refers to the United States Department of Energy) and is also often abbreviated informally as ""DoEd"".",Wikipedia,2021-12-23
DOE,United States Department of Energy,https://www.energy.gov/,"1000 Independence Ave., SW 
Washington, DC 20585",the.secretary@hq.doe.gov,1-202-586-5000,1-800-877-8339,  ,Executive Department,White House,Energy Efficiency and Renewable Energy;Public Affairs;Energy Information Administration;Office of Environmental Management;Office of Fossil Energy;National Laboratories;National Nuclear Security Administration;Office of Nuclear Energy;Power Administrations;Science Office;Federal Energy Regulatory Commission,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,org,,,"The United States Department of Energy (DOE) is a cabinet-level department of the United States government concerned with the United States' policies regarding energy and safety in handling nuclear material. Its responsibilities include the nation's nuclear weapons program, nuclear reactor production for the United States Navy, energy conservation, energy-related research, radioactive waste disposal, and domestic energy production. It also directs research in genomics; the Human Genome Project originated in a DOE initiative. DOE sponsors more research in the physical sciences than any other U.S. federal agency, the majority of which is conducted through its system of National Laboratories.The agency is led by the United States Secretary of Energy, and its headquarters are located in Southwest Washington, D.C., on Independence Avenue in the James V. Forrestal Building, named for James Forrestal, as well as in Germantown, Maryland.Jennifer Granholm is the Secretary of Energy as of February 25, 2021.",Wikipedia,2021-12-23
HHS,United States Department of Health and Human Services,https://www.hhs.gov/,"200 Independence Ave., SW 
Washington, DC 20201",  ,  ,  ,1-877-696-6775,Executive Department,White House,"Administration for Children and Families
AIDS.gov;CDC National STD Hotline;Centers for Disease Control and Prevention;Child Welfare Information Gateway;Eldercare Locator;Food and Drug Administration;HHS-TIPS Fraud Hotline;National Health Information Center;National Institute of Allergy and Infectious Diseases;National Institutes of Health;National Runaway Safeline;Agency for Healthcare Research and Quality;Centers for Medicare and Medicaid Services;Health Resources and Services Administration;Indian Health Service;Substance Abuse and Mental Health Services Administration;Administration for Community Living;Office of Minority Health;National Cancer Institute;President''s Council on Fitness, Sports and Nutrition;Office for Civil Rights, United States Department of Health and Human Services",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,org,,,"The United States Department of Health and Human Services (HHS), is a cabinet-level executive branch department of the U.S. federal government created to protect the health of all Americans and providing essential human services. Its motto is ""Improving the health, safety, and well-being of America"". Before the separate federal Department of Education was created in 1979, it was called the Department of Health, Education, and Welfare (HEW).HHS is administered by the Secretary of Health and Human Services, who is appointed by the president with the advice and consent of the United States Senate. The position is currently held by Xavier Becerra, who was confirmed as secretary on March 18, following his nomination by President Joe Biden. The United States Public Health Service (PHS) is the main division of the HHS and is led by the Assistant Secretary for Health.The United States Public Health Service Commissioned Corps, the uniformed service of the PHS, is led by the Surgeon General who is responsible for addressing matters concerning public health as authorized by the secretary or by the Assistant Secretary of Health in addition to his or her primary mission of administering the Commissioned Corps.",Wikipedia,2021-12-23
DHS,United States Department of Homeland Security,https://www.dhs.gov/,"245 Murray Lane, SW 
Washington, DC 20528-0075",  ,1-202-282-8000,  ,  ,Executive Department,White House,Federal Emergency Management Agency;FEMA Disaster Assistance;Transportation Security Administration;United States Coast Guard;Computer Emergency Readiness Team;Federal Law Enforcement Training Center;Secret Service;Immigration and Customs Enforcement;United States Citizenship and Immigration Services;Customs and Border Protection;Federal Protective Service;Cybersecurity and Infrastructure Security Agency,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,org,,,"The United States Department of Homeland Security (DHS) is the U.S. federal executive department responsible for public security, roughly comparable to the interior or home ministries of other countries. Its stated missions involve anti-terrorism, border security, immigration and customs, cyber security, and disaster prevention and management.It began operations in 2003, formed as a result of the Homeland Security Act of 2002, enacted in response to the September 11 attacks. With more than 240,000 employees, DHS is the third-largest Cabinet department, after the Departments of Defense and Veterans Affairs. Homeland security policy is coordinated at the White House by the Homeland Security Council. Other agencies with significant homeland security responsibilities include the Departments of Health and Human Services, Justice, and Energy.",Wikipedia,2021-12-23
HUD,United States Department of Housing and Urban Development,https://www.hud.gov/,"451 7th St., SW 
Washington, DC 20410",  ,1-202-708-1112,1-202-708-1455,  ,Executive Department,White House,Office of Community Planning and Development;Government National Mortgage Association (Ginnie Mae);Office of Housing;Office of Lead Hazard Control and Healthy Homes;Multifamily Housing Office;Office of Policy Development and Research;Public and Indian Housing;Office of RESPA and Interstate Land Sales;Office of Manufactured Housing Programs;Office of Fair Housing and Equal Opportunity,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,org,,,"The United States Department of Housing and Urban Development (HUD) is a Cabinet department in the executive branch of the U.S. federal government. Although its beginnings were in the House and Home Financing Agency, it was founded as a Cabinet department in 1965, as part of the ""Great Society"" program of President Lyndon B. Johnson, to develop and execute policies on housing and metropolises.",Wikipedia,2021-12-23
DOJ,United States Department of Justice,https://www.justice.gov/,"950 Pennsylvania Ave., NW 
Washington, DC 20530",AskDOJ@usdoj.gov,1-202-514-2000,  ,  ,Executive Department,White House,"Trustee Program;Bureau of Prisons;Community Oriented Policing Services;Executive Office for Immigration Review;Federal Bureau of Investigation;Office of Justice Programs;Marshals Service;Office of the Pardon Attorney;Parole Commission;National Central Bureau - Interpol;Antitrust Division;Drug Enforcement Administration;Elder Justice Initiative;Foreign Claims Settlement Commission;Bureau of Alcohol, Tobacco, Firearms and Explosives;Civil Rights Division, United States Department of Justice;Office of Immigrant and Employee Rights;Office on Violence Against Women",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Seal_of_the_United_States_Department_of_Justice.svg/1024px-Seal_of_the_United_States_Department_of_Justice.svg.png,org,,,"The United States Department of Justice (DOJ), also known as the Justice Department, is a federal executive department of the United States government tasked with  the enforcement of federal law and administration of justice in the United States. It is equivalent to the justice or interior ministries of other countries. The department is headed by the U.S. Attorney General, who is nominated by the president and confirmed by the US Senate and is a member of the Cabinet. The current attorney general is Merrick Garland, who was sworn in March 11, 2021.The modern incarnation of the department was formed in 1870 during the Ulysses S. Grant presidency. The department is composed of federal law enforcement agencies, including the U.S. Marshals Service, the Federal Bureau of Investigation, the Bureau of Alcohol, Tobacco, Firearms and Explosives, and the Drug Enforcement Administration and the Federal Bureau of Prisons. The primary actions of the DOJ are investigating instances of white collar crime, representing the U.S. government in legal matters (such as in cases before the Supreme Court), and running the federal prison system. The department is also responsible for reviewing the conduct of local law enforcement as directed by the Violent Crime Control and Law Enforcement Act of 1994.",Wikipedia,2021-12-23
DOL,United States Department of Labor,https://www.dol.gov/,"Frances Perkins Building 
200 Constitution Ave., NW 
Washington, DC 20210",  ,  ,1-877-889-5627,1-866-487-2365,Executive Department,White House,Employee Benefits Security Administration;Job Corps;Occupational Safety and Health Administration;Office of Disability Employment Policy;Bureau of International Labor Affairs;Bureau of Labor Statistics;Mine Safety and Health Administration;Veterans'' Employment and Training Service;Women''s Bureau;Employment and Training Administration;Wage and Hour Division,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Seal_of_the_United_States_Department_of_Labor.svg/1000px-Seal_of_the_United_States_Department_of_Labor.svg.png,org,,,"The United States Department of Labor (DOL) is a cabinet-level department of the U.S. federal government, responsible for occupational safety and health, wage and hour standards, unemployment benefits, reemployment services, and occasionally, economic statistics. Many U.S. states also have such departments. The Department of Labor is headed by the U.S. Secretary of Labor.The purpose of the Department of Labor is to foster, promote, and develop the well being of the wage earners, job seekers, and retirees of the United States; improve working conditions; advance opportunities for profitable employment; and assure work-related benefits and rights. In carrying out this mission, the Department of Labor administers and enforces more than 180 federal laws and thousands of federal regulations. These mandates and the regulations that implement them cover many workplace activities for about 10 million employers and 125 million workers. Marty Walsh is the current secretary, having been confirmed by the United States Senate on March 22, 2021.The department's headquarters is housed in the Frances Perkins Building, named in honor of Frances Perkins, the Secretary of Labor from 1933 to 1945.",Wikipedia,2021-12-23
DOS;State Department,United States Department of State,https://www.state.gov/,"2201 C St., NW 
Washington, DC 20520",  ,1-202-647-4000,1-800-877-8339,  ,Executive Department,White House,Arms Control and International Security;Mission to the United Nations;Bureau of Consular Affairs ;Fulbright Foreign Scholarship Board;Political Affairs;Public Diplomacy and Public Affairs,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Seal_of_the_United_States_Department_of_State.svg/1000px-Seal_of_the_United_States_Department_of_State.svg.png,org,,,"The United States Department of State (DOS), or State Department, is an executive department of the U.S. federal government responsible for the nation's foreign policy and international relations. Equivalent to the ministry of foreign affairs of other nations, its primary duties are advising the U.S. president, administering diplomatic missions, negotiating international treaties and agreements, and representing the U.S. at the United Nations. The department is headquartered in the Harry S Truman Building, a few blocks from the White House, in the Foggy Bottom neighborhood of Washington, D.C.; ""Foggy Bottom"" is thus sometimes used as a metonym.Established in 1789 as the first administrative arm of the U.S. executive branch, the State Department is considered among the most powerful and prestigious executive agencies. It is led by the secretary of state, a member of the Cabinet who is nominated by the president and confirmed by the Senate. Analogous to a foreign minister, the secretary of state serves as the federal government's chief diplomat and representative abroad, and is the first Cabinet official in the order of precedence and in the presidential line of succession. The position is currently held by Antony Blinken who was appointed by President Joe Biden and confirmed by the Senate on January 26, 2021 by a vote of 78–22.As of 2019, the State Department maintains 273 diplomatic posts worldwide, second only to China's Ministry of Foreign Affairs. It also manages the US Foreign Service, provides diplomatic training to US officials and military personnel, exercises partial jurisdiction over immigration, and provides various services to Americans, such as issuing passports and visas, posting foreign travel advisories, and advancing commercial ties abroad. The department administers the oldest US civilian intelligence agency, the Bureau of Intelligence and Research, and maintains a law enforcement arm, the Diplomatic Security Service.",Wikipedia,2021-12-23
DOI,United States Department of the Interior,https://www.doi.gov/,"1849 C St., NW 
Washington, DC 20240",feedback@ios.doi.gov,1-202-208-3100,  ,  ,Executive Department,White House,"Fish and Wildlife Service;Bureau of Indian Affairs;Bureau of Land Management;Bureau of Reclamation;Federal Consulting Group;Geological Survey;Indian Arts and Crafts Board;National Park Service;Office of Surface Mining, Reclamation and Enforcement;Bureau of Ocean Energy Management;Bureau of Safety and Environmental Enforcement;Office of Natural Resources Revenue",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Seal_of_the_United_States_Department_of_the_Interior.svg/1000px-Seal_of_the_United_States_Department_of_the_Interior.svg.png,org,,,"The United States Department of the Interior (DOI) is a federal executive department of the U.S. government. It is responsible for the management and conservation of most federal lands and natural resources, and the administration of programs relating to Native Americans, Alaska Natives, Native Hawaiians, territorial affairs, and insular areas of the United States, as well as programs related to historic preservation. About 75% of federal public land is managed by the department, with most of the remainder managed by the United States Department of Agriculture's United States Forest Service. The department was created on March 3, 1849.The department is administered by the United States secretary of the interior, who is a member of the Cabinet of the president. The current secretary is Deb Haaland. The inspector general position is currently held by Mark Greenblatt.Despite its name, the Department of the Interior has a different role from that of the interior ministries of other nations, which are usually responsible for police matters and internal security. In the United States, national security and immigration functions are performed by the Department of Homeland Security primarily and the Department of Justice secondarily.The Department of the Interior has often been humorously called ""the Department of Everything Else"" because of its broad range of responsibilities.",Wikipedia,2021-12-23
USDepartment of the Treasury,United States Department of the Treasury,https://home.treasury.gov/,"1500 Pennsylvania Ave., NW 
Washington, DC 20220",  ,1-202-622-2000,  ,  ,Executive Department,White House,Office of the Comptroller of the Currency;United States Mint;Alcohol and Tobacco Tax and Trade Bureau;Federal Financing Bank;Taxpayer Advocacy Panel;Bureau of Engraving and Printing;Internal Revenue Service;Committee on Foreign Investment in the United States;Bureau of the Fiscal Service,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Seal_of_the_United_States_Department_of_the_Treasury.svg/1000px-Seal_of_the_United_States_Department_of_the_Treasury.svg.png,org,,,"The Department of the Treasury (USDT) is the national treasury of the federal government of the United States where it serves as an executive department. The department oversees the Bureau of Engraving and Printing, and the U.S. Mint; these two agencies are responsible for printing all paper currency and coins, while the treasury executes its circulation in the domestic fiscal system. The USDT collects all federal taxes through the Internal Revenue Service; manages U.S. government debt instruments; licenses and supervises banks and thrift institutions; and advises the legislative and executive branches on matters of fiscal policy. The department is administered by the secretary of the treasury, who is a member of the Cabinet. The treasurer of the United States has limited statutory duties, but advises the Secretary on various matters such as coinage and currency production. Signatures of both officials appear on all Federal Reserve notes.Established by an Act of Congress in 1789 to manage government revenue, the first secretary of the treasury was Alexander Hamilton, sworn into office on September 11. Hamilton was appointed by President George Washington on the recommendation of Robert Morris, Washington's first choice for the position, who had declined the appointment. Hamilton established the nation's early financial system and for several years was a major presence in Washington's administration. The office is thus customarily referred to as ""Treasury"", solely, without any preceding article, as a remnant of the country's transition from British to American English during the late 18th century. Hamilton's portrait appears on the obverse of the ten-dollar bill, while the Treasury Department building is depicted on the reverse. The current secretary of the treasury is Janet Yellen, who was confirmed by the United States Senate on January 25, 2021. Jovita Carranza, appointed on April 28, 2017, was the incumbent treasurer, until January 15, 2020, when she left the office.",Wikipedia,2021-12-23
DOT,United States Department of Transportation,https://www.transportation.gov/,"1200 New Jersey Ave., SE 
Washington, DC 20590",dot.comments@dot.gov,1-202-366-4000,1-800-877-8339,1-855-368-4200,Executive Department,White House,Federal Aviation Administration;National Highway Traffic Safety Administration;Bureau of Transportation Statistics;Federal Highway Administration;Federal Motor Carrier Safety Administration;Federal Railroad Administration;Federal Transit Administration;Maritime Administration;Pipeline and Hazardous Materials Safety Administration;Office of the Assistant;Secretary for Research and Technology;Saint Lawrence Seaway Development Corporation,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Seal_of_the_United_States_Department_of_Transportation.svg/1000px-Seal_of_the_United_States_Department_of_Transportation.svg.png,org,,,"The United States Department of Transportation (USDOT or DOT) is a federal Cabinet department of the U.S. government concerned with transportation. It was established by the Department of Transportation Act of Congress on October 15, 1966, and began operation on April 1, 1967. The secretary of transportation is the head of DOT.The department's mission is ""to develop and coordinate policies that will provide an efficient and economical national transportation system, with due regard for need, the environment, and the national defense.""",Wikipedia,2021-12-23
VA,United States Department of Veterans Affairs,https://www.va.gov/,"810 Vermont Ave., NW 
Washington, DC 20420",  ,  ,1-800-829-4833,1-800-827-1000,Executive Department,White House,National Cemetery Administration;Veterans Benefits Administration;Veterans Day National Committee;Veterans Health Administration,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Seal_of_the_U.S._Department_of_Veterans_Affairs.svg/1000px-Seal_of_the_U.S._Department_of_Veterans_Affairs.svg.png,org,,,"The United States Department of Veterans Affairs (VA) is a Cabinet-level executive branch department of the federal government charged with providing life-long healthcare services to eligible military veterans at the 170 VA medical centers and outpatient clinics located throughout the country. Non-healthcare benefits include disability compensation, vocational rehabilitation, education assistance, home loans, and life insurance. The VA also provides burial and memorial benefits to eligible veterans and family members at 135 national cemeteries.While veterans' benefits have been provided by the federal government since the American Revolutionary War, a veteran-specific federal agency was not established until 1930, as the Veterans Administration. In 1982, its mission was extended to a fourth mission to provide care to non-veterans and civilians in case of national emergencies, such as the COVID-19 pandemic of 2020. In 1989, the Veterans Administration became a cabinet-level Department of Veterans Affairs. The agency is led by the Secretary of Veterans Affairs, who, being a cabinet member, is appointed by the President.As of June 2020, the VA employs 412,892 people at hundreds of Veterans Affairs medical facilities, clinics, benefits offices, and cemeteries. In Fiscal Year 2016 net program costs for the department were $273 billion, which includes the VBA Actuarial Cost of $106.5 billion for compensation benefits. The long-term ""actuarial accrued liability"" (total estimated future payments for veterans and their family members) is $2.491 trillion for compensation benefits; $59.6 billion for education benefits; and $4.6 billion for burial benefits.",Wikipedia,2021-12-23
NSC,National Security Council,https://www.whitehouse.gov/nsc/,"The White House 
1600 Pennsylvania Ave., NW 
Washington, DC 20500",  ,  ,  ,  ,Executive Office of the President,White House,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seal_of_the_President_of_the_United_States.svg/1024px-Seal_of_the_President_of_the_United_States.svg.png,org,,,"The White House National Security Council (NSC) is the principal forum used by the president of the United States for consideration of national security, military, and foreign policy matters with senior national security advisors and Cabinet officials, and is part of the Executive Office of the President of the United States. Since its inception in 1947 under Harry S. Truman, the function of the Council has been to advise and assist the President on national security and foreign policies. The Council also serves as the President's principal arm for coordinating these policies among various government agencies. The Council has counterparts in the national security councils of many other nations.",Wikipedia,2021-12-23
OMB,Office of Management and Budget,https://www.whitehouse.gov/omb/,"725 17th St., NW 
Washington, DC 20503",  ,1-202-395-3080,  ,  ,Executive Office of the President,White House,Regulatory Information Service Center,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seal_of_the_President_of_the_United_States.svg/1024px-Seal_of_the_President_of_the_United_States.svg.png,org,,,"The Office of Management and Budget (OMB) is the largest office within the Executive Office of the President of the United States (EOP). OMB's most prominent function is to produce the president's budget, but it also examines agency programs, policies, and procedures to see whether they comply with the president's policies and coordinates inter-agency policy initiatives.Shalanda Young has served as acting director of OMB since March 24, 2021. President Joe Biden initially nominated Neera Tanden as the next OMB director, but Tanden withdrew her nomination after it became clear that she did not have enough support to be confirmed by the Senate. Biden has nominated Young to serve as permanent director.",Wikipedia,2021-12-23
